City,State,Value,Count,Type,Region
,Maryland,White,1,Race,State
,Maryland,Hispanic,1,Race,State
,Maryland,Unspecified,6,Race,State
,Massachusetts,Black,5,Race,State
,Massachusetts,White,6,Race,State
,Massachusetts,Hispanic,6,Race,State
,Michigan,Black,37,Race,State
,Michigan,Asian,1,Race,State
,Michigan,White,6,Race,State
,Michigan,Hispanic,4,Race,State
,Michigan,Unspecified,14,Race,State
,Minnesota,Black,5,Race,State
,Minnesota,Asian,1,Race,State
,Minnesota,White,17,Race,State
,Minnesota,Hispanic,1,Race,State
,Minnesota,Native American,2,Race,State
,Minnesota,Unspecified,1,Race,State
,Mississippi,Black,11,Race,State
,Mississippi,White,5,Race,State
,Mississippi,Unspecified,1,Race,State
,Missouri,Black,43,Race,State
,Missouri,White,35,Race,State
,Missouri,Hispanic,4,Race,State
,Missouri,Unspecified,23,Race,State
,Montana,White,5,Race,State
,Montana,Native American,2,Race,State
,Montana,Unspecified,2,Race,State
,Nebraska,Black,6,Race,State
,Nebraska,Asian,1,Race,State
,Nebraska,White,11,Race,State
,Nebraska,Native American,2,Race,State
,Nebraska,Unspecified,5,Race,State
,Nevada,Black,16,Race,State
,Nevada,Asian,1,Race,State
,Nevada,White,23,Race,State
,Nevada,Hispanic,20,Race,State
,Nevada,Native American,3,Race,State
,Nevada,Unspecified,12,Race,State
,New Hampshire,Unspecified,1,Race,State
,New Jersey,Black,24,Race,State
,New Jersey,White,1,Race,State
,New Jersey,Hispanic,4,Race,State
,New Jersey,Unspecified,2,Race,State
,New Mexico,Black,1,Race,State
,New Mexico,White,16,Race,State
,New Mexico,Hispanic,32,Race,State
,New Mexico,Native American,1,Race,State
,New Mexico,Unspecified,8,Race,State
,New York,Black,13,Race,State
,New York,White,14,Race,State
,New York,Hispanic,3,Race,State
,New York,Unspecified,1,Race,State
,North Carolina,Black,38,Race,State
,North Carolina,Asian,1,Race,State
,North Carolina,White,18,Race,State
,North Carolina,Hispanic,4,Race,State
,North Carolina,Unspecified,5,Race,State
,North Dakota,White,3,Race,State
,North Dakota,Unspecified,1,Race,State
,Ohio,Black,48,Race,State
,Ohio,White,34,Race,State
,Ohio,Hispanic,2,Race,State
,Ohio,Middle Eastern,1,Race,State
,Ohio,Unspecified,10,Race,State
,Oklahoma,Black,26,Race,State
,Oklahoma,Asian,1,Race,State
,Oklahoma,White,27,Race,State
,Oklahoma,Hispanic,5,Race,State
,Oklahoma,Native American,6,Race,State
,Oklahoma,Unspecified,5,Race,State
,Oregon,Black,4,Race,State
,Oregon,White,25,Race,State
,Oregon,Hispanic,2,Race,State
,Oregon,Unspecified,4,Race,State
,Pennsylvania,Black,22,Race,State
,Pennsylvania,White,9,Race,State
,Pennsylvania,Hispanic,2,Race,State
,Pennsylvania,Unspecified,10,Race,State
,Rhode Island,Black,3,Race,State
,Rhode Island,White,2,Race,State
,South Carolina,Black,11,Race,State
,South Carolina,White,4,Race,State
,South Carolina,Hispanic,2,Race,State
,South Carolina,Unspecified,4,Race,State
,South Dakota,White,6,Race,State
,South Dakota,Native American,2,Race,State
,Tennessee,Black,16,Race,State
,Tennessee,White,15,Race,State
,Tennessee,Hispanic,2,Race,State
,Tennessee,Middle Eastern,1,Race,State
,Tennessee,Unspecified,5,Race,State
,Texas,Black,88,Race,State
,Texas,Asian,5,Race,State
,Texas,White,120,Race,State
,Texas,Hispanic,122,Race,State
,Texas,Middle Eastern,2,Race,State
,Texas,Native American,1,Race,State
,Texas,Unspecified,57,Race,State
,Utah,Black,3,Race,State
,Utah,White,16,Race,State
,Utah,Hispanic,3,Race,State
,Utah,Native American,1,Race,State
,Utah,Unspecified,2,Race,State
,Virginia,Black,25,Race,State
,Virginia,Asian,1,Race,State
,Virginia,White,16,Race,State
,Virginia,Hispanic,2,Race,State
,Virginia,Unspecified,8,Race,State
,Washington,Black,12,Race,State
,Washington,Asian,2,Race,State
,Washington,White,25,Race,State
,Washington,Hispanic,6,Race,State
,Washington,Native American,7,Race,State
,Washington,Unspecified,16,Race,State
,Wisconsin,Black,18,Race,State
,Wisconsin,White,12,Race,State
,Wisconsin,Hispanic,2,Race,State
,Wisconsin,Native American,1,Race,State
,Wisconsin,Unspecified,5,Race,State
