State,City,Type,CrimeType,NumCrimes
Illinois,Naperville,City,Disability,0.0
Illinois,Palatine,City,Disability,0.0
Illinois,Peoria,City,Disability,0.0
Illinois,Rockford,City,Disability,0.1
Illinois,Schaumburg,City,Disability,0.0
Illinois,Skokie,City,Disability,0.0
Illinois,Springfield,City,Disability,0.0
Illinois,,State,Disability,0.5
Indiana,Bloomington,City,Disability,0.1
Indiana,Evansville,City,Disability,0.0
Indiana,Fishers,City,Disability,0.0
Indiana,Fort Wayne,City,Disability,0.0
Indiana,Hammond,City,Disability,0.0
Indiana,Indianapolis,City,Disability,0.0
Indiana,Lafayette,City,Disability,0.0
Indiana,Muncie,City,Disability,0.0
Indiana,South Bend,City,Disability,0.0
Indiana,,State,Disability,0.4
Iowa,Ames,City,Disability,0.0
Iowa,Cedar Rapids,City,Disability,0.0
Iowa,Davenport,City,Disability,0.0
Iowa,Des Moines,City,Disability,0.0
Iowa,Iowa City,City,Disability,0.0
Iowa,Sioux City,City,Disability,0.0
Iowa,Waterloo,City,Disability,0.0
Iowa,,State,Disability,0.3
Kansas,Kansas City,City,Disability,0.0
Kansas,Lawrence,City,Disability,0.2
Kansas,Overland Park,City,Disability,0.0
Kansas,Shawnee,City,Disability,0.0
Kansas,Topeka,City,Disability,0.0
Kansas,Wichita,City,Disability,0.0
Kansas,,State,Disability,1.7
Kentucky,Bowling Green,City,Disability,1.0
Kentucky,Lexington,City,Disability,0.8
Kentucky,,State,Disability,3.4
Louisiana,Baton Rouge,City,Disability,0.0
Louisiana,Kenner,City,Disability,0.0
Louisiana,New Orleans,City,Disability,0.2
Louisiana,Shreveport,City,Disability,0.0
Louisiana,,State,Disability,0.3
Maine,Portland,City,Disability,0.1
Maine,,State,Disability,0.2
Maryland,Baltimore,City,Disability,0.0
Maryland,Frederick,City,Disability,0.0
Maryland,,State,Disability,0.0
Massachusetts,Boston,City,Disability,0.0
Massachusetts,Brockton,City,Disability,0.1
Massachusetts,Brookline,City,Disability,0.0
Massachusetts,Cambridge,City,Disability,0.3
Massachusetts,Fall River,City,Disability,0.0
Massachusetts,Framingham,City,Disability,0.0
Massachusetts,Lawrence,City,Disability,0.0
Massachusetts,Lowell,City,Disability,0.0
Massachusetts,Lynn,City,Disability,0.8
Massachusetts,New Bedford,City,Disability,0.0
Massachusetts,Newton,City,Disability,0.1
Massachusetts,Quincy,City,Disability,0.3
Massachusetts,Somerville,City,Disability,0.1
Massachusetts,Springfield,City,Disability,0.0
Massachusetts,Worcester,City,Disability,0.0
Massachusetts,,State,Disability,4.3
Michigan,Ann Arbor,City,Disability,0.1
Michigan,Dearborn,City,Disability,0.0
Michigan,Detroit,City,Disability,0.3
Michigan,Farmington Hills,City,Disability,0.0
Michigan,Flint,City,Disability,0.3
Michigan,Grand Rapids,City,Disability,0.1
Michigan,Kalamazoo,City,Disability,0.5
Michigan,Lansing,City,Disability,0.1
Michigan,Livonia,City,Disability,0.0
Michigan,Pontiac,City,Disability,0.0
Michigan,Rochester Hills,City,Disability,0.0
Michigan,Southfield,City,Disability,0.0
Michigan,Sterling Heights,City,Disability,0.2
Michigan,Troy,City,Disability,0.0
Michigan,Warren,City,Disability,0.4
Michigan,Westland,City,Disability,0.0
Michigan,Wyoming,City,Disability,0.0
Michigan,,State,Disability,5.3
Minnesota,Bloomington,City,Disability,0.0
Minnesota,Brooklyn Park,City,Disability,0.0
Minnesota,Duluth,City,Disability,0.0
Minnesota,Eagan,City,Disability,0.0
Minnesota,Maple Grove,City,Disability,0.0
Minnesota,Minneapolis,City,Disability,0.5
Minnesota,Plymouth,City,Disability,0.0
Minnesota,Rochester,City,Disability,0.0
Minnesota,St. Cloud,City,Disability,0.0
Minnesota,St. Paul,City,Disability,0.0
Minnesota,Woodbury,City,Disability,0.0
Minnesota,,State,Disability,0.8
Mississippi,Gulfport,City,Disability,0.0
Mississippi,,State,Disability,0.0
Missouri,Columbia,City,Disability,0.0
Missouri,Independence,City,Disability,0.0
Missouri,Kansas City,City,Disability,0.2
Missouri,Lee'S Summit,City,Disability,0.0
Missouri,O'Fallon,City,Disability,0.0
Missouri,Springfield,City,Disability,0.1
Missouri,St. Charles,City,Disability,0.4
Missouri,St. Joseph,City,Disability,0.0
Missouri,St. Louis,City,Disability,0.0
Missouri,,State,Disability,0.7
Montana,Billings,City,Disability,0.0
Montana,Missoula,City,Disability,0.0
Montana,,State,Disability,1.0
Nebraska,Lincoln,City,Disability,0.2
Nebraska,Omaha,City,Disability,0.0
Nebraska,,State,Disability,0.3
Nevada,Henderson,City,Disability,0.0
Nevada,North Las Vegas,City,Disability,0.0
Nevada,Reno,City,Disability,0.0
Nevada,Sparks,City,Disability,0.0
Nevada,,State,Disability,0.1
New Hampshire,Manchester,City,Disability,0.0
New Hampshire,Nashua,City,Disability,0.0
New Hampshire,,State,Disability,0.3
New Jersey,Bayonne,City,Disability,0.0
New Jersey,Camden,City,Disability,0.0
New Jersey,Clifton,City,Disability,0.0
New Jersey,East Orange,City,Disability,0.0
New Jersey,Elizabeth,City,Disability,0.0
New Jersey,Jersey City,City,Disability,0.2
New Jersey,Newark,City,Disability,0.0
New Jersey,Passaic,City,Disability,0.1
New Jersey,Paterson,City,Disability,0.0
New Jersey,Trenton,City,Disability,0.0
New Jersey,Union City,City,Disability,0.1
New Jersey,,State,Disability,3.5
New Mexico,Albuquerque,City,Disability,0.0
New Mexico,,State,Disability,0.2
New York,Albany,City,Disability,0.0
New York,Buffalo,City,Disability,0.0
New York,Mount Vernon,City,Disability,0.0
New York,New Rochelle,City,Disability,0.0
New York,New York,City,Disability,0.4
New York,Rochester,City,Disability,0.0
New York,Schenectady,City,Disability,0.0
New York,Syracuse,City,Disability,0.0
New York,Yonkers,City,Disability,0.1
New York,,State,Disability,1.2
North Carolina,Asheville,City,Disability,0.0
North Carolina,Cary,City,Disability,0.0
North Carolina,Concord,City,Disability,0.0
North Carolina,Durham,City,Disability,0.0
North Carolina,Fayetteville,City,Disability,0.2
North Carolina,Gastonia,City,Disability,0.0
North Carolina,Greensboro,City,Disability,0.0
North Carolina,Greenville,City,Disability,0.0
North Carolina,High Point,City,Disability,0.0
North Carolina,Jacksonville,City,Disability,0.0
North Carolina,Raleigh,City,Disability,0.1
North Carolina,Wilmington,City,Disability,0.0
North Carolina,Winston-Salem,City,Disability,0.0
North Carolina,,State,Disability,0.8
North Dakota,Bismarck,City,Disability,0.0
North Dakota,Fargo,City,Disability,0.1
North Dakota,,State,Disability,0.4
Ohio,Akron,City,Disability,0.4
Ohio,Canton,City,Disability,0.0
Ohio,Cincinnati,City,Disability,0.2
Ohio,Cleveland,City,Disability,0.1
Ohio,Columbus,City,Disability,2.0
Ohio,Dayton,City,Disability,0.0
Ohio,Lorain,City,Disability,0.1
Ohio,Parma,City,Disability,0.0
Ohio,Toledo,City,Disability,0.0
Ohio,Youngstown,City,Disability,0.0
Ohio,,State,Disability,17.8
Oklahoma,Broken Arrow,City,Disability,0.0
Oklahoma,Edmond,City,Disability,0.1
Oklahoma,Lawton,City,Disability,0.0
Oklahoma,Norman,City,Disability,0.0
Oklahoma,Oklahoma City,City,Disability,0.0
Oklahoma,Tulsa,City,Disability,0.0
Oklahoma,,State,Disability,0.6
Oregon,Beaverton,City,Disability,0.1
Oregon,Bend,City,Disability,0.3
Oregon,Eugene,City,Disability,0.4
Oregon,Gresham,City,Disability,0.5
Oregon,Hillsboro,City,Disability,0.0
Oregon,Medford,City,Disability,0.0
Oregon,Portland,City,Disability,0.5
Oregon,Salem,City,Disability,0.0
Oregon,,State,Disability,1.9
Pennsylvania,Allentown,City,Disability,0.0
Pennsylvania,Bethlehem,City,Disability,0.0
Pennsylvania,Erie,City,Disability,0.0
Pennsylvania,Philadelphia,City,Disability,0.0
Pennsylvania,Pittsburgh,City,Disability,0.0
Pennsylvania,Reading,City,Disability,0.0
Pennsylvania,Scranton,City,Disability,0.0
Pennsylvania,,State,Disability,0.1
Rhode Island,Cranston,City,Disability,0.0
Rhode Island,Pawtucket,City,Disability,0.0
Rhode Island,Providence,City,Disability,0.1
Rhode Island,Warwick,City,Disability,0.0
Rhode Island,,State,Disability,0.3
South Carolina,Charleston,City,Disability,0.0
South Carolina,Columbia,City,Disability,0.0
South Carolina,Greenville,City,Disability,0.0
South Carolina,Mount Pleasant,City,Disability,0.0
South Carolina,North Charleston,City,Disability,0.0
South Carolina,Rock Hill,City,Disability,0.2
South Carolina,,State,Disability,3.0
South Dakota,Rapid City,City,Disability,0.1
South Dakota,Sioux Falls,City,Disability,0.0
South Dakota,,State,Disability,0.6
Tennessee,Chattanooga,City,Disability,0.6
Tennessee,Clarksville,City,Disability,0.2
Tennessee,Franklin,City,Disability,0.0
Tennessee,Jackson,City,Disability,0.0
Tennessee,Johnson City,City,Disability,0.3
Tennessee,Knoxville,City,Disability,0.2
Tennessee,Memphis,City,Disability,1.0
Tennessee,Murfreesboro,City,Disability,0.1
Tennessee,Nashville,City,Disability,0.0
Tennessee,,State,Disability,6.1
Texas,Abilene,City,Disability,0.0
Texas,Allen,City,Disability,0.0
Texas,Amarillo,City,Disability,0.0
Texas,Arlington,City,Disability,0.0
Texas,Austin,City,Disability,0.0
Texas,Baytown,City,Disability,0.0
Texas,Beaumont,City,Disability,0.0
Texas,Bryan,City,Disability,0.0
Texas,Carrollton,City,Disability,0.0
Texas,Cedar Park,City,Disability,0.0
Texas,College Station,City,Disability,0.0
Texas,Conroe,City,Disability,0.0
Texas,Corpus Christi,City,Disability,0.0
Texas,Dallas,City,Disability,0.0
Texas,Denton,City,Disability,0.1
Texas,Edinburg,City,Disability,0.0
Texas,El Paso,City,Disability,0.0
Texas,Flower Mound,City,Disability,0.0
Texas,Fort Worth,City,Disability,0.1
Texas,Frisco,City,Disability,0.0
Texas,Garland,City,Disability,0.1
Texas,Grand Prairie,City,Disability,0.0
Texas,Harlingen,City,Disability,0.0
Texas,Houston,City,Disability,0.0
Texas,Killeen,City,Disability,0.0
Texas,League City,City,Disability,0.0
Texas,Lewisville,City,Disability,0.0
Texas,Longview,City,Disability,0.1
Texas,Lubbock,City,Disability,0.0
Texas,Mcallen,City,Disability,0.0
Texas,Mckinney,City,Disability,0.0
Texas,Midland,City,Disability,0.0
Texas,Missouri City,City,Disability,0.0
Texas,New Braunfels,City,Disability,0.0
Texas,North Richland Hills,City,Disability,0.0
Texas,Odessa,City,Disability,0.2
Texas,Pasadena,City,Disability,0.0
Texas,Pearland,City,Disability,0.0
Texas,Plano,City,Disability,0.0
Texas,Richardson,City,Disability,0.0
Texas,Round Rock,City,Disability,0.0
Texas,San Angelo,City,Disability,0.0
Texas,San Antonio,City,Disability,0.0
Texas,Sugar Land,City,Disability,0.0
Texas,Temple,City,Disability,0.0
Texas,Tyler,City,Disability,0.1
Texas,Victoria,City,Disability,0.0
Texas,Waco,City,Disability,0.0
Texas,Wichita Falls,City,Disability,0.0
Texas,,State,Disability,1.2
Utah,Layton,City,Disability,0.0
Utah,Ogden,City,Disability,0.0
Utah,Orem,City,Disability,0.0
Utah,Provo,City,Disability,0.0
Utah,Salt Lake City,City,Disability,0.0
Utah,Sandy,City,Disability,0.0
Utah,South Jordan,City,Disability,0.0
Utah,St. George,City,Disability,0.0
Utah,West Jordan,City,Disability,0.0
Utah,,State,Disability,0.7
Vermont,,State,Disability,0.9
Virginia,Alexandria,City,Disability,0.0
Virginia,Chesapeake,City,Disability,0.2
Virginia,Hampton,City,Disability,0.0
Virginia,Lynchburg,City,Disability,0.0
Virginia,Newport News,City,Disability,0.0
Virginia,Norfolk,City,Disability,0.2
Virginia,Portsmouth,City,Disability,0.0
Virginia,Richmond,City,Disability,0.1
Virginia,Roanoke,City,Disability,0.0
Virginia,Suffolk,City,Disability,0.3
Virginia,Virginia Beach,City,Disability,0.2
Virginia,,State,Disability,5.7
Washington,Auburn,City,Disability,0.0
Washington,Bellevue,City,Disability,0.1
Washington,Bellingham,City,Disability,0.0
Washington,Everett,City,Disability,0.1
Washington,Federal Way,City,Disability,0.0
Washington,Kennewick,City,Disability,0.0
Washington,Kent,City,Disability,0.0
Washington,Kirkland,City,Disability,0.0
Washington,Marysville,City,Disability,0.0
Washington,Pasco,City,Disability,0.3
Washington,Renton,City,Disability,0.0
Washington,Seattle,City,Disability,0.5
Washington,Spokane,City,Disability,0.1
Washington,Spokane Valley,City,Disability,0.0
Washington,Tacoma,City,Disability,0.0
Washington,Vancouver,City,Disability,0.1
Washington,Yakima,City,Disability,0.0
Washington,,State,Disability,2.2
West Virginia,,State,Disability,1.1
Wisconsin,Appleton,City,Disability,0.0
Wisconsin,Eau Claire,City,Disability,0.0
Wisconsin,Green Bay,City,Disability,0.0
Wisconsin,Kenosha,City,Disability,0.0
Wisconsin,Madison,City,Disability,0.3
Wisconsin,Milwaukee,City,Disability,0.0
Wisconsin,Waukesha,City,Disability,0.0
Wisconsin,,State,Disability,1.5
Wyoming,,State,Disability,0.0
