City,State,Value,Count,Type,Region
Springfield,Missouri,Race unspecified,3,Race,City
St. Cloud,Minnesota,European-American/White,1,Race,City
St. Joseph,Missouri,European-American/White,3,Race,City
St. Joseph,Missouri,Race unspecified,1,Race,City
St. Louis,Missouri,African-American/Black,24,Race,City
St. Louis,Missouri,European-American/White,10,Race,City
St. Louis,Missouri,Hispanic/Latino,1,Race,City
St. Louis,Missouri,Race unspecified,7,Race,City
St. Paul,Minnesota,African-American/Black,3,Race,City
St. Paul,Minnesota,Asian/Pacific Islander,1,Race,City
St. Paul,Minnesota,European-American/White,6,Race,City
St. Paul,Minnesota,Native American/Alaskan,1,Race,City
St. Petersburg,Florida,African-American/Black,4,Race,City
St. Petersburg,Florida,European-American/White,5,Race,City
Stamford,Connecticut,European-American/White,1,Race,City
Stockton,California,African-American/Black,5,Race,City
Stockton,California,Asian/Pacific Islander,2,Race,City
Stockton,California,European-American/White,2,Race,City
Stockton,California,Hispanic/Latino,5,Race,City
Stockton,California,Race unspecified,2,Race,City
Suffolk,Virginia,European-American/White,2,Race,City
Sugar Land,Texas,Race unspecified,1,Race,City
Sunnyvale,California,African-American/Black,1,Race,City
Sunnyvale,California,European-American/White,1,Race,City
Sunnyvale,California,Hispanic/Latino,2,Race,City
Sunnyvale,California,Race unspecified,3,Race,City
Sunrise,Florida,European-American/White,2,Race,City
Surprise,Arizona,European-American/White,1,Race,City
Surprise,Arizona,Hispanic/Latino,1,Race,City
Surprise,Arizona,Race unspecified,1,Race,City
Syracuse,New York,African-American/Black,3,Race,City
Syracuse,New York,European-American/White,4,Race,City
Tacoma,Washington,African-American/Black,1,Race,City
Tacoma,Washington,European-American/White,6,Race,City
Tacoma,Washington,Hispanic/Latino,1,Race,City
Tacoma,Washington,Native American/Alaskan,1,Race,City
Tacoma,Washington,Race unspecified,2,Race,City
Tallahassee,Florida,African-American/Black,4,Race,City
Tallahassee,Florida,European-American/White,2,Race,City
Tallahassee,Florida,Race unspecified,1,Race,City
Tampa,Florida,African-American/Black,5,Race,City
Tampa,Florida,Asian/Pacific Islander,1,Race,City
Tampa,Florida,European-American/White,4,Race,City
Tampa,Florida,Hispanic/Latino,1,Race,City
Tampa,Florida,Race unspecified,1,Race,City
Temecula,California,African-American/Black,1,Race,City
Temecula,California,European-American/White,1,Race,City
Temecula,California,Race unspecified,1,Race,City
Tempe,Arizona,African-American/Black,2,Race,City
Tempe,Arizona,European-American/White,3,Race,City
Tempe,Arizona,Hispanic/Latino,2,Race,City
Tempe,Arizona,Race unspecified,2,Race,City
Temple,Texas,European-American/White,2,Race,City
Temple,Texas,Hispanic/Latino,1,Race,City
Temple,Texas,Race unspecified,1,Race,City
Thornton,Colorado,European-American/White,1,Race,City
Thornton,Colorado,Hispanic/Latino,1,Race,City
Thousand Oaks,California,Race unspecified,1,Race,City
Toledo,Ohio,African-American/Black,3,Race,City
Toledo,Ohio,European-American/White,4,Race,City
Toms River,New Jersey,European-American/White,1,Race,City
Toms River,New Jersey,Hispanic/Latino,1,Race,City
Topeka,Kansas,African-American/Black,3,Race,City
Topeka,Kansas,European-American/White,5,Race,City
Topeka,Kansas,Hispanic/Latino,1,Race,City
Topeka,Kansas,Race unspecified,2,Race,City
Torrance,California,Hispanic/Latino,3,Race,City
Torrance,California,Race unspecified,1,Race,City
Trenton,New Jersey,African-American/Black,4,Race,City
Troy,Michigan,Asian/Pacific Islander,1,Race,City
Troy,Michigan,Race unspecified,1,Race,City
Tucson,Arizona,African-American/Black,3,Race,City
Tucson,Arizona,European-American/White,11,Race,City
Tucson,Arizona,Hispanic/Latino,13,Race,City
Tucson,Arizona,Race unspecified,5,Race,City
Tulsa,Oklahoma,African-American/Black,9,Race,City
Tulsa,Oklahoma,Asian/Pacific Islander,1,Race,City
Tulsa,Oklahoma,European-American/White,15,Race,City
Tulsa,Oklahoma,Hispanic/Latino,1,Race,City
Tulsa,Oklahoma,Native American/Alaskan,1,Race,City
Tulsa,Oklahoma,Race unspecified,2,Race,City
Turlock,California,Hispanic/Latino,1,Race,City
Tuscaloosa,Alabama,African-American/Black,2,Race,City
Tuscaloosa,Alabama,European-American/White,1,Race,City
Tustin,California,Hispanic/Latino,1,Race,City
Tyler,Texas,European-American/White,1,Race,City
Tyler,Texas,Race unspecified,1,Race,City
Union City,California,European-American/White,1,Race,City
Union City,New Jersey,Race unspecified,1,Race,City
Vacaville,California,Hispanic/Latino,1,Race,City
Vallejo,California,African-American/Black,1,Race,City
Vallejo,California,European-American/White,1,Race,City
Vallejo,California,Hispanic/Latino,1,Race,City
Vancouver,Washington,European-American/White,2,Race,City
Vancouver,Washington,Race unspecified,2,Race,City
Victoria,Texas,European-American/White,2,Race,City
Victoria,Texas,Hispanic/Latino,1,Race,City
Victorville,California,African-American/Black,1,Race,City
Victorville,California,European-American/White,1,Race,City
Virginia Beach,Virginia,African-American/Black,2,Race,City
Virginia Beach,Virginia,European-American/White,1,Race,City
Virginia Beach,Virginia,Race unspecified,1,Race,City
Visalia,California,European-American/White,3,Race,City
Visalia,California,Hispanic/Latino,1,Race,City
Visalia,California,Race unspecified,1,Race,City
Vista,California,Asian/Pacific Islander,1,Race,City
Vista,California,Hispanic/Latino,1,Race,City
Waco,Texas,African-American/Black,1,Race,City
Waco,Texas,European-American/White,11,Race,City
Waco,Texas,Hispanic/Latino,2,Race,City
Waldorf,Maryland,African-American/Black,1,Race,City
Waldorf,Maryland,Race unspecified,1,Race,City
Warner Robins,Georgia,European-American/White,1,Race,City
Warren,Michigan,African-American/Black,1,Race,City
Waterbury,Connecticut,European-American/White,1,Race,City
Waterbury,Connecticut,Race unspecified,1,Race,City
Waukesha,Wisconsin,European-American/White,1,Race,City
West Jordan,Utah,European-American/White,2,Race,City
West Jordan,Utah,Race unspecified,1,Race,City
West Palm Beach,Florida,European-American/White,1,Race,City
West Palm Beach,Florida,Hispanic/Latino,1,Race,City
West Valley City,Utah,African-American/Black,1,Race,City
Westminster,California,Race unspecified,1,Race,City
Westminster,Colorado,European-American/White,8,Race,City
Westminster,Colorado,Hispanic/Latino,1,Race,City
Westminster,Colorado,Race unspecified,3,Race,City
Whittier,California,Hispanic/Latino,4,Race,City
Wichita,Kansas,European-American/White,8,Race,City
Wichita,Kansas,Hispanic/Latino,3,Race,City
Wichita,Kansas,Race unspecified,1,Race,City
Wichita Falls,Texas,Hispanic/Latino,2,Race,City
Wilmington,Delaware,African-American/Black,3,Race,City
Wilmington,Delaware,European-American/White,2,Race,City
Wilmington,Delaware,Race unspecified,1,Race,City
Wilmington,North Carolina,European-American/White,1,Race,City
Winston-Salem,North Carolina,African-American/Black,2,Race,City
Winston-Salem,North Carolina,European-American/White,1,Race,City
Winston-Salem,North Carolina,Race unspecified,1,Race,City
Worcester,Massachusetts,Hispanic/Latino,1,Race,City
Wyoming,Michigan,African-American/Black,2,Race,City
Wyoming,Michigan,European-American/White,2,Race,City
Yakima,Washington,Hispanic/Latino,1,Race,City
Yakima,Washington,Race unspecified,2,Race,City
Yonkers,New York,African-American/Black,1,Race,City
Yonkers,New York,European-American/White,1,Race,City
Yorba Linda,California,European-American/White,1,Race,City
Yuba City,California,Asian/Pacific Islander,1,Race,City
Yuma,Arizona,European-American/White,2,Race,City
Yuma,Arizona,Hispanic/Latino,1,Race,City
Abilene,Texas,Male,2,Gender,City
Akron,Ohio,Male,11,Gender,City
Alameda,California,Male,1,Gender,City
Albany,Georgia,Male,2,Gender,City
Albany,New York,Male,2,Gender,City
Albuquerque,New Mexico,Female,2,Gender,City
Albuquerque,New Mexico,Male,37,Gender,City
Alexandria,Virginia,Male,3,Gender,City
Alhambra,California,Male,1,Gender,City
Allen,Texas,Male,2,Gender,City
Amarillo,Texas,Male,10,Gender,City
Anaheim,California,Female,3,Gender,City
Anaheim,California,Male,11,Gender,City
Anchorage,Alaska,Male,13,Gender,City
Antioch,California,Female,2,Gender,City
Antioch,California,Male,7,Gender,City
Apple Valley,California,Male,2,Gender,City
Appleton,Wisconsin,Male,3,Gender,City
Arlington,Texas,Female,1,Gender,City
Arlington,Texas,Male,10,Gender,City
Arlington,Virginia,Male,3,Gender,City
Arvada,Colorado,Male,2,Gender,City
Asheville,North Carolina,Male,1,Gender,City
Atlanta,Georgia,Female,5,Gender,City
Atlanta,Georgia,Male,23,Gender,City
Atlanta,Georgia,Transgender,1,Gender,City
Auburn,Washington,Female,1,Gender,City
Auburn,Washington,Male,4,Gender,City
Aurora,Colorado,Male,12,Gender,City
Aurora,Illinois,Male,2,Gender,City
Austin,Texas,Female,4,Gender,City
Austin,Texas,Male,23,Gender,City
Avondale,Arizona,Male,3,Gender,City
Bakersfield,California,Female,1,Gender,City
Bakersfield,California,Male,25,Gender,City
Baltimore,Maryland,,1,Gender,City
Baltimore,Maryland,Female,1,Gender,City
Baltimore,Maryland,Male,20,Gender,City
Baton Rouge,Louisiana,Female,1,Gender,City
Baton Rouge,Louisiana,Male,17,Gender,City
Beaumont,Texas,Female,1,Gender,City
Beaumont,Texas,Male,5,Gender,City
Beaverton,Oregon,Male,3,Gender,City
Bellflower,California,,1,Gender,City
Bellflower,California,Male,1,Gender,City
Bellingham,Washington,Male,1,Gender,City
Bend,Oregon,Female,1,Gender,City
Bend,Oregon,Male,4,Gender,City
Berkeley,California,Male,1,Gender,City
Bethlehem,Pennsylvania,Male,3,Gender,City
Billings,Montana,Male,8,Gender,City
Birmingham,Alabama,Male,16,Gender,City
Bismarck,North Dakota,Male,2,Gender,City
Bloomington,Illinois,Male,1,Gender,City
Bloomington,Indiana,Male,1,Gender,City
Bloomington,Minnesota,Female,1,Gender,City
Bloomington,Minnesota,Male,3,Gender,City
Boca Raton,Florida,Female,1,Gender,City
Bossier City,Louisiana,Male,1,Gender,City
Boston,Massachusetts,Male,5,Gender,City
Boulder,Colorado,Male,3,Gender,City
Brandon,Florida,Male,1,Gender,City
Bridgeport,Connecticut,Female,1,Gender,City
Bridgeport,Connecticut,Male,2,Gender,City
Brockton,Massachusetts,Male,2,Gender,City
Broomfield,Colorado,Male,1,Gender,City
Brownsville,Texas,Female,1,Gender,City
Brownsville,Texas,Male,3,Gender,City
Buena Park,California,Male,1,Gender,City
Buffalo,New York,Female,1,Gender,City
Buffalo,New York,Male,4,Gender,City
Burbank,California,Male,4,Gender,City
Camarillo,California,Male,1,Gender,City
Camden,New Jersey,Male,3,Gender,City
Canton,Ohio,Male,1,Gender,City
Cape Coral,Florida,Male,4,Gender,City
Carmichael,California,Male,3,Gender,City
Carrollton,Texas,Male,1,Gender,City
Carson,California,Male,1,Gender,City
Cary,North Carolina,Male,1,Gender,City
Cedar Rapids,Iowa,Male,3,Gender,City
Centennial,Colorado,Male,2,Gender,City
Champaign,Illinois,Male,1,Gender,City
Chandler,Arizona,Male,4,Gender,City
Charleston,South Carolina,Male,4,Gender,City
Charlotte,North Carolina,Female,3,Gender,City
Charlotte,North Carolina,Male,18,Gender,City
Chattanooga,Tennessee,Male,7,Gender,City
Chesapeake,Virginia,Female,1,Gender,City
Chesapeake,Virginia,Male,3,Gender,City
Chicago,Illinois,Female,7,Gender,City
Chicago,Illinois,Male,53,Gender,City
Chico,California,Female,1,Gender,City
Chico,California,Male,3,Gender,City
Chino,California,Male,3,Gender,City
Chula Vista,California,Male,4,Gender,City
Cincinnati,Ohio,Male,18,Gender,City
Citrus Heights,California,Male,4,Gender,City
Clarksville,Tennessee,Male,3,Gender,City
Clearwater,Florida,Male,1,Gender,City
Cleveland,Ohio,Female,1,Gender,City
Cleveland,Ohio,Male,15,Gender,City
Clovis,California,Male,1,Gender,City
Colorado Springs,Colorado,Male,16,Gender,City
Columbia,Maryland,Male,1,Gender,City
Columbia,Missouri,Male,4,Gender,City
Columbia,South Carolina,Male,8,Gender,City
Columbus,Georgia,Female,1,Gender,City
Columbus,Georgia,Male,6,Gender,City
Columbus,Ohio,Female,2,Gender,City
Columbus,Ohio,Male,29,Gender,City
Compton,California,Male,4,Gender,City
Concord,California,Female,1,Gender,City
Concord,California,Male,1,Gender,City
Conroe,Texas,Female,2,Gender,City
Conroe,Texas,Male,5,Gender,City
Coral Springs,Florida,Male,1,Gender,City
Corona,California,Male,2,Gender,City
Corpus Christi,Texas,Male,6,Gender,City
Costa Mesa,California,Male,1,Gender,City
Dallas,Texas,Female,2,Gender,City
Dallas,Texas,Male,28,Gender,City
Daly City,California,Male,2,Gender,City
Danbury,Connecticut,Female,1,Gender,City
Danbury,Connecticut,Male,4,Gender,City
Davenport,Iowa,Male,2,Gender,City
Davie,Florida,,1,Gender,City
Davie,Florida,Male,2,Gender,City
Davis,California,Male,2,Gender,City
Dayton,Ohio,Female,2,Gender,City
Dayton,Ohio,Male,6,Gender,City
Dearborn,Michigan,Female,1,Gender,City
Dearborn,Michigan,Male,1,Gender,City
Decatur,Illinois,Female,1,Gender,City
Delray Beach,Florida,Male,2,Gender,City
Deltona,Florida,Male,6,Gender,City
Denton,Texas,Male,2,Gender,City
Denver,Colorado,Female,2,Gender,City
Denver,Colorado,Male,24,Gender,City
Denver,Colorado,Transgender,1,Gender,City
Des Moines,Iowa,Female,1,Gender,City
Des Moines,Iowa,Male,5,Gender,City
Detroit,Michigan,,1,Gender,City
Detroit,Michigan,Female,4,Gender,City
Detroit,Michigan,Male,30,Gender,City
Dothan,Alabama,Male,1,Gender,City
Downey,California,Male,1,Gender,City
Durham,North Carolina,Male,6,Gender,City
Durham,North Carolina,White,1,Gender,City
Eagan,Minnesota,Male,1,Gender,City
East Los Angeles,California,Male,2,Gender,City
East Orange,New Jersey,Male,1,Gender,City
Eau Claire,Wisconsin,Male,4,Gender,City
Edinburg,Texas,Male,2,Gender,City
Edmond,Oklahoma,Male,2,Gender,City
El Cajon,California,Female,1,Gender,City
El Cajon,California,Male,3,Gender,City
El Monte,California,Male,2,Gender,City
El Paso,Texas,Female,1,Gender,City
El Paso,Texas,Male,11,Gender,City
Elgin,Illinois,Female,1,Gender,City
Elizabeth,New Jersey,Male,2,Gender,City
Elk Grove,California,Male,3,Gender,City
Enterprise,Nevada,Male,1,Gender,City
Erie,Pennsylvania,Male,2,Gender,City
Escondido,California,Female,1,Gender,City
Escondido,California,Male,2,Gender,City
Eugene,Oregon,Male,4,Gender,City
Evansville,Indiana,Female,1,Gender,City
Evansville,Indiana,Male,7,Gender,City
Everett,Washington,Male,3,Gender,City
Fairfield,California,Male,2,Gender,City
Fall River,Massachusetts,Male,2,Gender,City
Fargo,North Dakota,Male,2,Gender,City
Fayetteville,Arkansas,Male,3,Gender,City
Fayetteville,North Carolina,Female,1,Gender,City
Fayetteville,North Carolina,Male,6,Gender,City
Federal Way,Washington,Male,4,Gender,City
Flagstaff,Arizona,Male,5,Gender,City
Flint,Michigan,Male,2,Gender,City
Folsom,California,Female,1,Gender,City
Fontana,California,Male,5,Gender,City
Fort Collins,Colorado,Male,7,Gender,City
Fort Lauderdale,Florida,Male,5,Gender,City
Fort Myers,Florida,Male,2,Gender,City
Fort Smith,Arkansas,Male,2,Gender,City
Fort Wayne,Indiana,Male,8,Gender,City
Fort Worth,Texas,Female,2,Gender,City
Fort Worth,Texas,Male,16,Gender,City
Franklin,Tennessee,Male,1,Gender,City
Frederick,Maryland,Male,1,Gender,City
Fremont,California,Male,6,Gender,City
Fresno,California,Male,16,Gender,City
Fullerton,California,Female,1,Gender,City
Fullerton,California,Male,1,Gender,City
Gainesville,Florida,Male,2,Gender,City
Garden Grove,California,Male,2,Gender,City
Garland,Texas,Male,5,Gender,City
Gary,Indiana,Male,6,Gender,City
Gastonia,North Carolina,Female,2,Gender,City
Gastonia,North Carolina,Male,4,Gender,City
Gilbert,Arizona,Male,3,Gender,City
Glen Burnie,Maryland,Male,1,Gender,City
Glendale,Arizona,Female,1,Gender,City
Glendale,Arizona,Male,10,Gender,City
Glendale,California,Male,1,Gender,City
Goodyear,Arizona,Male,1,Gender,City
Grand Prairie,Texas,Male,3,Gender,City
Grand Rapids,Michigan,Male,2,Gender,City
Greeley,Colorado,Male,6,Gender,City
Green Bay,Wisconsin,Male,4,Gender,City
Greensboro,North Carolina,Female,3,Gender,City
Greensboro,North Carolina,Male,4,Gender,City
Greenville,North Carolina,Male,4,Gender,City
Gresham,Oregon,Male,2,Gender,City
Gulfport,Mississippi,Male,7,Gender,City
Hammond,Indiana,Male,1,Gender,City
Hampton,Virginia,Male,1,Gender,City
Harlingen,Texas,Female,1,Gender,City
Harlingen,Texas,Male,2,Gender,City
Hartford,Connecticut,Male,1,Gender,City
Hawthorne,California,Male,1,Gender,City
Hayward,California,Female,1,Gender,City
Hayward,California,Male,2,Gender,City
Hemet,California,Male,7,Gender,City
Henderson,Nevada,Male,4,Gender,City
Hesperia,California,Female,1,Gender,City
Hesperia,California,Male,2,Gender,City
Hialeah,Florida,Male,2,Gender,City
Hillsboro,Oregon,Male,2,Gender,City
Hollywood,Florida,Male,2,Gender,City
Homestead,Florida,Male,6,Gender,City
Hoover,Alabama,Male,1,Gender,City
Houston,Texas,Female,6,Gender,City
Houston,Texas,Male,87,Gender,City
Huntington Beach,California,Male,3,Gender,City
Huntsville,Alabama,Female,2,Gender,City
Huntsville,Alabama,Male,13,Gender,City
Independence,Missouri,Male,2,Gender,City
Indio,California,Male,3,Gender,City
Inglewood,California,Female,1,Gender,City
Inglewood,California,Male,2,Gender,City
Irvine,California,Male,1,Gender,City
Irving,Texas,Male,6,Gender,City
Jackson,Mississippi,Female,3,Gender,City
Jackson,Mississippi,Male,7,Gender,City
Jackson,Tennessee,Female,1,Gender,City
Jackson,Tennessee,Male,1,Gender,City
Jacksonville,Florida,Male,27,Gender,City
Jersey City,New Jersey,Male,1,Gender,City
Johns Creek,Georgia,Female,1,Gender,City
Johnson City,Tennessee,Male,3,Gender,City
Joliet,Illinois,Male,1,Gender,City
Jonesboro,Arkansas,Male,1,Gender,City
Jurupa Valley,California,Male,2,Gender,City
Kalamazoo,Michigan,Female,3,Gender,City
Kalamazoo,Michigan,Male,6,Gender,City
Kansas City,Kansas,Female,4,Gender,City
Kansas City,Kansas,Male,8,Gender,City
Kansas City,Missouri,Female,3,Gender,City
Kansas City,Missouri,Male,33,Gender,City
Kenner,Louisiana,Male,2,Gender,City
Kennewick,Washington,Male,3,Gender,City
Kenosha,Wisconsin,Male,1,Gender,City
Kent,Washington,Male,5,Gender,City
Killeen,Texas,Male,5,Gender,City
Kirkland,Washington,Male,3,Gender,City
Kissimmee,Florida,Female,1,Gender,City
Kissimmee,Florida,Male,1,Gender,City
Knoxville,Tennessee,Male,7,Gender,City
Lafayette,Louisiana,Male,1,Gender,City
Lake Charles,Louisiana,Male,2,Gender,City
Lake Forest,California,Male,1,Gender,City
Lakeland,Florida,Male,7,Gender,City
Lakewood,California,Male,1,Gender,City
Lakewood,Colorado,Male,2,Gender,City
Lancaster,California,Male,3,Gender,City
Lansing,Michigan,Male,2,Gender,City
Laredo,Texas,Female,5,Gender,City
Laredo,Texas,Male,9,Gender,City
Laredo,Texas,Transgender,1,Gender,City
Largo,Florida,Male,3,Gender,City
Las Cruces,New Mexico,Female,1,Gender,City
Las Cruces,New Mexico,Male,12,Gender,City
Las Vegas,Nevada,Female,8,Gender,City
Las Vegas,Nevada,Male,41,Gender,City
Lauderhill,Florida,Male,1,Gender,City
Lawrence,Massachusetts,Male,1,Gender,City
Lawton,Oklahoma,Male,2,Gender,City
Layton,Utah,Male,1,Gender,City
League City,Texas,Male,3,Gender,City
Lee's Summit,Missouri,Male,1,Gender,City
Lehigh Acres,Florida,Female,1,Gender,City
Lincoln,Nebraska,Female,1,Gender,City
Lincoln,Nebraska,Male,5,Gender,City
Little Rock,Arkansas,Female,2,Gender,City
Little Rock,Arkansas,Male,8,Gender,City
Livermore,California,Male,2,Gender,City
Livonia,Michigan,Male,1,Gender,City
Long Beach,California,Female,3,Gender,City
Long Beach,California,Male,16,Gender,City
Longmont,Colorado,Male,2,Gender,City
Longview,Texas,Female,1,Gender,City
Longview,Texas,Male,1,Gender,City
Lorain,Ohio,Male,1,Gender,City
Los Angeles,California,Female,5,Gender,City
Los Angeles,California,Male,69,Gender,City
Loveland,Colorado,Male,2,Gender,City
Lowell,Massachusetts,Male,1,Gender,City
Lubbock,Texas,Female,1,Gender,City
Lubbock,Texas,Male,3,Gender,City
Lynchburg,Virginia,Female,1,Gender,City
Lynn,Massachusetts,Male,4,Gender,City
Lynwood,California,Male,1,Gender,City
Madison,Wisconsin,Male,3,Gender,City
Manteca,California,Male,1,Gender,City
Marysville,Washington,Male,2,Gender,City
McKinney,Texas,Male,1,Gender,City
Medford,Oregon,Male,3,Gender,City
Melbourne,Florida,Male,2,Gender,City
Memphis,Tennessee,Male,14,Gender,City
Merced,California,Male,1,Gender,City
Meridian,Idaho,Male,2,Gender,City
Mesa,Arizona,Female,1,Gender,City
Mesa,Arizona,Male,17,Gender,City
Mesa,Arizona,Transgender,1,Gender,City
Mesquite,Texas,Male,1,Gender,City
Metairie,Louisiana,Male,4,Gender,City
Miami,Florida,Female,1,Gender,City
Miami,Florida,Male,28,Gender,City
Miami Beach,Florida,,1,Gender,City
Miami Beach,Florida,Female,1,Gender,City
Miami Beach,Florida,Male,2,Gender,City
Miami Gardens,Florida,Male,3,Gender,City
Midland,Texas,Male,5,Gender,City
Milwaukee,Wisconsin,Female,2,Gender,City
Milwaukee,Wisconsin,Male,18,Gender,City
Minneapolis,Minnesota,Female,3,Gender,City
Minneapolis,Minnesota,Male,6,Gender,City
Mission,Texas,Male,3,Gender,City
Missoula,Montana,Male,1,Gender,City
Missouri City,Texas,Female,2,Gender,City
Missouri City,Texas,Male,1,Gender,City
Mobile,Alabama,Male,6,Gender,City
Modesto,California,Female,1,Gender,City
Modesto,California,Male,9,Gender,City
Montgomery,Alabama,Female,1,Gender,City
Montgomery,Alabama,Male,3,Gender,City
Moreno Valley,California,Female,1,Gender,City
Moreno Valley,California,Male,2,Gender,City
Muncie,Indiana,Male,3,Gender,City
Murfreesboro,Tennessee,Male,2,Gender,City
Nampa,Idaho,Female,1,Gender,City
Nampa,Idaho,Male,2,Gender,City
Napa,California,Male,4,Gender,City
Naperville,Illinois,Female,1,Gender,City
Nashua,New Hampshire,Male,1,Gender,City
New Bedford,Massachusetts,Male,1,Gender,City
New Britain,Connecticut,Male,1,Gender,City
New Haven,Connecticut,Female,1,Gender,City
New Haven,Connecticut,Male,2,Gender,City
New Orleans,Louisiana,Female,1,Gender,City
New Orleans,Louisiana,Male,12,Gender,City
New York,New York,Male,7,Gender,City
Newark,New Jersey,Female,1,Gender,City
Newark,New Jersey,Male,13,Gender,City
Newport Beach,California,Male,1,Gender,City
Newport News,Virginia,Male,3,Gender,City
Norfolk,Virginia,Female,2,Gender,City
Norfolk,Virginia,Male,6,Gender,City
Norman,Oklahoma,Male,3,Gender,City
North Charleston,South Carolina,Male,7,Gender,City
North Las Vegas,Nevada,Male,4,Gender,City
North Little Rock,Arkansas,Male,3,Gender,City
Norwalk,California,Male,2,Gender,City
Norwalk,Connecticut,Male,2,Gender,City
O'Fallon,Missouri,Male,2,Gender,City
Oakland,California,Female,1,Gender,City
Oakland,California,Male,11,Gender,City
Oceanside,California,Male,3,Gender,City
Odessa,Texas,Male,5,Gender,City
Ogden,Utah,Male,4,Gender,City
Oklahoma City,Oklahoma,,1,Gender,City
Oklahoma City,Oklahoma,Female,2,Gender,City
Oklahoma City,Oklahoma,Male,31,Gender,City
Olathe,Kansas,Female,1,Gender,City
Olathe,Kansas,Male,2,Gender,City
Omaha,Nebraska,Female,1,Gender,City
Omaha,Nebraska,Male,18,Gender,City
Ontario,California,Male,6,Gender,City
Orange,California,Male,4,Gender,City
Orem,Utah,Male,2,Gender,City
Orlando,Florida,Female,5,Gender,City
Orlando,Florida,Male,17,Gender,City
Oshkosh,Wisconsin,Male,1,Gender,City
Overland Park,Kansas,Female,1,Gender,City
Overland Park,Kansas,Male,3,Gender,City
Oxnard,California,Female,1,Gender,City
Palm Bay,Florida,Male,5,Gender,City
Palmdale,California,Female,1,Gender,City
Palmdale,California,Male,3,Gender,City
Palo Alto,California,Male,1,Gender,City
Parma,Ohio,Female,1,Gender,City
Parma,Ohio,Male,1,Gender,City
Pasadena,California,Male,1,Gender,City
Pasadena,Texas,Male,2,Gender,City
Pasco,Washington,Male,1,Gender,City
Paterson,New Jersey,Male,3,Gender,City
Pawtucket,Rhode Island,Male,2,Gender,City
Pearland,Texas,Female,1,Gender,City
Pearland,Texas,Male,2,Gender,City
Pembroke Pines,Florida,Female,1,Gender,City
Peoria,Arizona,Female,1,Gender,City
Peoria,Arizona,Male,1,Gender,City
Peoria,Illinois,Male,3,Gender,City
Perris,California,Female,1,Gender,City
Perris,California,Male,1,Gender,City
Pharr,Texas,Male,1,Gender,City
Philadelphia,Pennsylvania,Female,3,Gender,City
Philadelphia,Pennsylvania,Male,24,Gender,City
Phoenix,Arizona,Female,8,Gender,City
Phoenix,Arizona,Male,60,Gender,City
Pittsburg,California,Female,1,Gender,City
Pittsburg,California,Male,3,Gender,City
Pittsburgh,Pennsylvania,Male,6,Gender,City
Plano,Texas,Male,4,Gender,City
Plantation,Florida,Male,1,Gender,City
Pleasanton,California,Male,3,Gender,City
Plymouth,Minnesota,Male,1,Gender,City
Pomona,California,Female,1,Gender,City
Pomona,California,Male,4,Gender,City
Pompano Beach,Florida,Male,6,Gender,City
Port St. Lucie,Florida,Male,4,Gender,City
Portland,Maine,Male,1,Gender,City
Portland,Oregon,Male,12,Gender,City
Portsmouth,Virginia,Male,4,Gender,City
Providence,Rhode Island,Male,3,Gender,City
Provo,Utah,Male,1,Gender,City
Pueblo,Colorado,Male,10,Gender,City
Racine,Wisconsin,Male,1,Gender,City
Raleigh,North Carolina,Female,2,Gender,City
Raleigh,North Carolina,Male,5,Gender,City
Rancho Cordova,California,Male,1,Gender,City
Rapid City,South Dakota,Male,6,Gender,City
Reading,Pennsylvania,Male,3,Gender,City
Redding,California,Male,6,Gender,City
Redlands,California,Female,1,Gender,City
Redlands,California,Male,4,Gender,City
Redondo Beach,California,Male,1,Gender,City
Redwood City,California,Male,3,Gender,City
Reno,Nevada,Male,11,Gender,City
Rialto,California,Male,3,Gender,City
Richmond,California,,1,Gender,City
Richmond,California,Male,3,Gender,City
Richmond,Virginia,Female,4,Gender,City
Richmond,Virginia,Male,12,Gender,City
Rio Rancho,New Mexico,Male,1,Gender,City
Riverside,California,Male,6,Gender,City
Riverview,Florida,Male,3,Gender,City
Roanoke,Virginia,Male,3,Gender,City
Rochester,New York,Male,5,Gender,City
Rock Hill,South Carolina,Female,1,Gender,City
Rock Hill,South Carolina,Male,1,Gender,City
Rockford,Illinois,Female,1,Gender,City
Rockford,Illinois,Male,3,Gender,City
Roseville,California,Male,3,Gender,City
Roswell,Georgia,Male,1,Gender,City
Round Rock,Texas,Male,2,Gender,City
Sacramento,California,Female,2,Gender,City
Sacramento,California,Male,12,Gender,City
Salem,Oregon,Female,1,Gender,City
Salem,Oregon,Male,3,Gender,City
Salinas,California,Male,1,Gender,City
Salt Lake City,Utah,Female,1,Gender,City
Salt Lake City,Utah,Male,11,Gender,City
San Angelo,Texas,Male,2,Gender,City
San Antonio,Texas,Female,4,Gender,City
San Antonio,Texas,Male,54,Gender,City
San Bernardino,California,Male,10,Gender,City
San Diego,California,Male,18,Gender,City
San Francisco,California,Female,3,Gender,City
San Francisco,California,Male,21,Gender,City
San Jose,California,Male,16,Gender,City
San Marcos,California,Male,2,Gender,City
San Mateo,California,Male,1,Gender,City
San Ramon,California,Female,1,Gender,City
San Tan Valley,Arizona,Male,1,Gender,City
Sandy,Utah,Male,1,Gender,City
Santa Ana,California,Male,14,Gender,City
Santa Barbara,California,Male,1,Gender,City
Santa Clara,California,Male,2,Gender,City
Santa Clarita,California,Male,1,Gender,City
